"x","y","h15ptot"
530050,162050,3
551950,157250,3
528650,152250,15
539550,171850,3
523750,151550,3
550350,161050,3
513050,166050,3
543050,171750,3
520250,156850,3
521050,147850,6
530650,153750,3
554550,146450,31
550750,157150,3
554850,153450,9
542950,171550,3
543050,156350,3
543150,156250,9
545750,162950,3
524850,158150,3
527150,158850,3
543650,152750,3
522750,164550,3
551250,150450,3
552050,157750,3
533450,160750,3
547650,154950,3
534350,156450,3
535650,154250,3
517350,158750,3
517550,158850,3
516850,148150,4
517650,151250,3
517950,150450,3
518050,151350,3
518050,150250,6
518250,161550,8
518450,148250,3
523050,158850,3
518650,161550,18
518650,150250,3
519850,155750,5
519850,171450,18
521750,152350,18
521750,146950,3
523350,148050,5
520250,150450,3
523950,167150,3
520250,147750,3
520250,150050,3
521850,149450,3
524150,147950,25
524250,150550,8
520550,147750,3
520650,150450,18
520750,152650,3
520950,162250,19
520950,150550,5
522350,156150,9
524250,162250,4
523550,164250,3
523650,150550,3
522550,165750,3
519650,149350,5
521450,152550,4
521450,148450,7
521450,148550,17
522650,159050,3
524450,148050,15
521550,147150,3
521650,149150,22
522750,156150,3
522750,169250,3
519750,149850,18
515050,152050,4
515050,154350,3
515150,154850,16
515850,148450,3
515950,157350,6
517050,147250,9
517050,146750,3
517150,146450,3
516250,146350,49
513850,166850,3
514850,145450,3
514850,151850,3
513150,151450,43
513150,144150,3
514050,169450,4
514050,166950,4
514150,147450,3
514250,147650,3
514850,145850,43
513350,151850,6
514650,151750,3
512350,143250,7
512350,145350,4
513650,169650,3
529850,171750,7
529850,162950,5
530050,161350,3
530150,160150,3
530150,160750,4
529950,162850,37
530150,161750,9
530150,164950,6
530450,161650,38
532650,152350,3
532650,151450,8
531050,154050,11
532150,151950,6
532650,151850,17
532150,163750,6
532150,167750,3
532850,153350,73
532250,156450,15
533050,160250,7
533050,160450,3
532850,153950,58
532950,153250,30
532950,151550,4
531550,163750,6
530950,152850,9
532750,157350,7
532750,156250,28
532750,153750,4
531850,151450,20
531850,164050,4
532750,155450,3
529750,153350,23
529750,155050,3
529750,162950,6
524850,149550,3
524850,148850,14
525250,153350,3
525950,150850,34
525950,171850,7
524950,148550,3
526050,151050,7
526050,163250,5
526050,171950,3
526550,151150,3
526550,153050,3
526650,158250,3
526850,161350,11
528950,159450,3
527850,165250,10
529050,167750,35
527150,161450,9
527950,151550,7
527950,152550,3
528650,159750,16
527250,152150,9
527250,151850,45
527250,152350,7
528650,162850,83
529450,153250,18
527250,152850,3
527350,154050,3
528650,161950,14
528650,158050,3
527450,153250,21
528250,162750,3
528250,153750,6
528750,161450,3
528750,162850,28
528750,152350,69
529350,167950,14
529350,153650,6
527550,151450,99
528850,152350,9
529150,157550,8
529150,152050,14
528350,156750,4
529350,171950,3
529450,153750,6
527750,152950,3
527750,163350,3
524450,148150,5
525150,171750,7
525550,153050,5
525650,153350,7
526150,151050,5
526250,156350,3
526250,158050,3
524750,152650,3
536450,153650,74
536450,156650,3
536450,161050,12
536750,153050,91
536850,152250,28
537750,162450,4
537750,152950,156
537750,156950,7
538050,159750,3
538050,155850,13
537350,151050,3
537750,153550,92
538050,152150,114
537850,166150,5
537850,152350,22
537850,160250,16
538150,155350,6
537950,160550,4
537650,151850,83
537650,151650,175
538150,156750,3
537250,154650,24
533550,154350,26
533650,156850,20
533850,157050,7
534050,164550,14
534050,163450,3
534150,154450,87
534150,155350,27
534250,153750,213
535250,154650,53
535250,156150,7
535250,154250,31
535850,157350,27
534850,155650,7
534850,153350,68
535350,165350,11
535950,154750,8
535950,157050,3
536050,154350,21
536150,153450,71
536150,159850,14
536150,157050,3
535850,156850,11
535050,153250,17
535450,154550,3
536050,153050,58
536050,155150,10
535550,159550,9
535550,157050,11
535550,155050,4
535650,165050,3
535650,155150,3
535750,155250,3
536150,159150,3
533250,151950,9
533250,170350,3
533250,170750,15
539950,164450,3
540050,160450,9
540150,153550,11
540150,153250,9
540250,170650,3
540350,151850,30
540350,165250,8
540750,156050,14
541650,156050,3
541650,155750,18
540750,151250,30
540750,156450,6
540750,153050,4
541250,155150,6
540450,154050,55
541950,151150,23
541350,151350,6
541350,162850,3
540550,152350,27
541950,155850,34
540550,151750,27
540950,151450,18
541450,155950,5
541450,150750,20
541950,152650,3
541050,156350,5
542050,150750,57
542050,156350,25
541550,150850,58
539750,170250,3
539750,152250,8
538250,152650,100
538250,165850,49
538250,151650,117
538350,153750,51
538350,153850,58
538550,155850,8
538550,151950,76
538350,156150,28
538350,165550,28
538450,158950,7
538550,159650,3
539450,154150,83
538650,167450,3
539150,151950,36
539150,152150,113
538750,155350,20
538750,160150,10
538950,150850,27
539250,153250,29
539550,154950,21
539250,154550,7
539550,151250,28
539050,160250,3
539050,159850,18
538850,157150,11
539050,151850,38
539350,152650,47
538850,159650,21
539350,171650,3
539350,154850,19
538850,155550,3
538350,155750,47
538350,157250,6
538350,154450,14
538450,152550,43
547450,156350,6
546750,148950,3
547550,148850,3
547650,167950,3
549950,156750,3
548650,147950,3
550150,168750,3
547850,160750,3
548750,160250,7
550450,163450,7
549450,157850,3
549450,154950,3
549450,161550,3
548850,160250,8
548950,158850,3
548950,161450,3
548950,161250,3
549050,162150,3
549050,167250,3
549750,158050,8
549750,150250,17
550350,156250,3
550350,169550,5
549050,158050,3
549750,159750,3
550550,163450,3
549150,150150,3
549850,155150,3
549250,161850,9
548550,149350,112
546550,152350,6
546550,151850,3
546650,162050,5
546850,163750,3
547250,153150,3
547250,162650,7
542150,152350,4
542350,164250,5
542350,151650,3
542550,163950,3
542550,151650,21
542550,151450,3
542850,155850,5
542250,150450,56
542650,161750,3
542950,156150,13
543150,167750,15
543350,156550,3
545850,154550,7
544350,166550,3
544350,149750,14
544350,149050,3
545150,153950,7
545150,154150,6
545850,154650,6
544450,150550,9
544450,171750,6
546150,169050,10
546150,171350,4
546150,170750,5
546150,152750,3
543650,149650,3
545250,149150,5
546350,151050,3
544550,168450,4
545950,166350,3
543850,164350,5
543850,171450,6
544650,149350,3
545450,150350,5
546150,163050,3
546250,154950,9
544650,149250,3
544750,150950,3
546450,168650,3
545550,166550,5
544850,150450,4
544950,149750,8
545650,164650,3
546350,171250,3
544150,166550,3
544950,149550,3
544250,170950,3
544250,161650,3
544250,150450,3
542050,157250,3
542450,152250,7
542450,150250,4
542750,150850,10
542750,151850,6
553650,165350,7
553750,148050,6
553750,146150,128
553750,146750,12
553750,146250,72
553650,159750,3
553950,154450,15
553950,159550,3
554050,147650,15
554050,165050,8
554250,145450,53
554050,156750,3
554050,164650,10
554250,167050,3
554550,164550,3
554850,163950,3
554550,147550,3
554850,147450,4
554050,149750,3
554150,158250,3
554650,146450,3
554150,159250,3
554750,151250,7
554950,148550,4
554450,148250,3
554850,149750,3
553850,146450,61
553850,158150,3
550950,168950,48
551850,162450,3
551950,166250,3
551950,154350,6
552050,170750,8
552750,161050,8
553450,157550,13
553450,154650,3
552350,148650,4
552850,161250,4
553150,152650,3
552550,148950,3
552950,147350,13
552950,161350,6
553250,160750,3
553250,166050,4
553550,148850,3
551450,159450,3
551450,169650,6
551450,155950,3
551150,152950,3
551150,159050,3
551150,168150,5
551150,147650,3
551750,157750,3
551750,161350,3
550850,150850,3
555050,150150,6
555050,152850,7
555050,145850,4
538350,160650,3
541350,155550,35
540050,157650,3
534950,154850,3
535650,152350,16
539550,171550,3
542050,150650,14
554450,154450,3
547850,152150,3
549550,147150,3
548450,149050,3
549150,164050,3
515150,156750,3
543150,149950,3
522450,153650,3
552450,163050,3
552950,155450,3
549750,149950,3
549850,147750,3
554250,159150,3
527350,152950,3
544750,149250,4
521250,152950,3
529650,157850,3
525650,160550,3
514450,145350,3
548150,155450,3
531950,151150,3
535150,167250,3
531050,151350,3
533650,160450,3
515250,154750,11
515250,145250,7
515650,154250,9
516450,146550,12
516450,148150,3
517450,150450,3
515350,146150,23
517850,147250,3
518150,148150,19
518250,156350,3
518250,161150,3
523150,164450,3
519950,147150,24
518750,149250,3
519950,149550,3
520050,147550,3
520150,149750,3
523750,147650,22
523950,170750,3
523950,147650,3
518850,147250,3
520350,148250,4
521850,146950,3
524150,157950,3
519050,149750,3
520650,147450,3
522050,159250,4
522150,146950,3
523450,150550,3
519250,149850,13
520850,165950,5
521150,166450,3
519450,149950,68
519450,148950,3
522450,151550,11
523550,156750,7
521350,146850,6
522550,152450,3
522650,151550,16
522750,169050,4
524350,162250,4
519650,171350,3
519650,151650,3
521650,152650,19
522850,159250,6
515450,146550,3
515450,168050,4
517250,146350,5
515150,146850,3
515550,146350,22
516150,146350,12
516150,146250,3
513050,152050,11
514050,169250,11
514750,147450,3
514850,147550,3
513150,150350,3
513250,151950,10
514150,149650,14
514150,168750,3
514850,152250,3
514950,145650,10
514950,146850,4
513350,149450,3
514450,150150,3
515050,145050,3
512650,145950,4
512650,146950,3
529850,153450,19
530150,162150,58
530150,162950,9
530350,161850,10
530350,162850,7
530150,152150,17
530650,151350,10
530650,151250,3
532550,151850,10
532650,157550,5
531050,160850,12
531050,166950,19
531050,151950,29
532150,155150,30
532150,156050,19
532650,158650,3
530750,159350,3
531150,154650,5
531150,154150,42
532850,154950,3
532850,161650,9
532250,156250,10
533050,157250,3
533050,153050,3
532250,168750,3
532750,156050,26
530850,153050,5
531350,154650,7
530950,151850,40
531650,168350,3
532450,152450,6
532750,157950,3
532750,154250,31
531850,163950,8
532950,160950,3
531050,160350,3
529750,153650,7
529750,167650,3
529750,152050,5
529750,162550,11
529950,167550,3
524750,148650,42
524850,152350,3
524850,148550,27
526250,151650,6
525450,153550,8
526050,150950,15
526050,153150,12
526050,156550,10
526450,151950,8
526550,151650,74
526950,158650,5
527050,158550,4
528950,152750,18
527150,151150,9
528550,168350,9
527150,158950,3
527150,151950,65
527150,155450,3
528550,168150,3
528650,152350,23
529250,152750,4
527250,151750,37
527350,151350,30
528150,153850,7
529050,168550,3
527450,151350,42
528750,161350,6
528750,162450,5
529650,153050,12
527650,155550,3
528350,152150,3
527650,152050,66
528850,167350,3
527850,151550,36
527850,165050,3
525050,153450,3
525450,160750,3
525550,160550,6
525550,153250,3
526150,150050,15
524650,152450,16
524650,152050,3
524650,150850,7
524650,158850,6
525150,160750,3
525250,149450,3
536250,154550,57
536350,154150,84
536350,168050,12
536350,157250,29
536750,151850,53
537950,152650,42
537950,165750,9
537950,165850,16
537350,162350,13
537350,152850,75
537350,154850,68
537350,156450,5
537750,154750,87
537750,151450,167
538050,157050,14
536950,158350,3
537350,151250,17
537450,154850,80
537450,153650,51
538150,155850,10
538150,154850,24
538150,153550,88
537050,161350,7
537850,156650,8
538050,153650,138
538050,157150,33
537050,161550,9
537450,159150,3
538050,155750,4
537150,152950,172
537150,153750,118
537650,153050,109
537650,151150,69
537150,167250,3
537650,156950,3
536250,170950,4
536250,168150,3
536550,168050,3
536350,160550,3
533350,153250,80
533550,153550,4
533950,153950,50
533650,155350,20
533850,156950,13
534050,153650,85
534050,156350,19
535750,154050,28
535750,170750,3
534250,157050,10
534750,154450,79
534750,161550,4
534750,152950,145
534750,155350,3
535250,159450,5
535250,154950,22
535250,154150,5
535250,154050,11
535850,154350,28
535850,153650,3
535850,152550,44
535850,165650,3
535350,154050,13
536050,153850,85
536050,152850,100
534350,156150,14
534350,153950,20
534450,156050,5
535050,161250,3
534550,161450,8
535150,167050,12
534550,154750,90
535650,154950,51
534650,154650,28
535250,153450,3
533250,157450,3
533250,157850,11
533550,155650,3
533550,160550,3
533850,153550,3
539850,151950,53
539950,152050,40
539950,151850,34
540050,152650,29
540150,153150,19
540150,155050,39
540150,151250,35
539950,165250,3
540250,152050,12
540250,153150,14
540250,153050,5
540250,156350,3
540350,162950,13
540350,156150,7
540350,153150,5
540350,163750,3
541550,152450,10
540750,151050,93
541150,154650,9
541150,150650,16
541650,152350,25
541650,154150,4
541250,155450,41
540450,151250,42
541950,151950,20
540450,151450,16
541350,150650,5
541650,156350,3
541750,152150,18
540950,152050,9
541750,161350,12
541750,151650,24
541750,150950,4
541450,152150,3
540550,161750,3
541550,151550,5
542050,151350,3
542050,161650,3
542050,152950,7
541050,155950,3
541050,165650,3
540650,161450,3
539750,153150,93
539950,162950,3
538250,151550,57
538350,153150,27
538350,155950,7
538550,165750,53
538550,152150,23
538550,166150,4
538650,153350,27
538650,167250,7
538650,164950,3
539450,155950,18
538950,155550,7
539150,152750,19
539650,154350,21
538750,151450,188
538750,167150,9
539250,160950,8
539250,154150,65
539250,152050,23
539550,151450,7
539050,165850,10
538850,161150,18
538850,159850,11
538850,152850,38
539350,155150,16
539350,154450,3
538850,151350,3
539050,160550,3
539350,153350,45
539150,155450,4
538350,156650,3
538450,165050,3
538250,155050,15
547450,158750,3
546850,159150,4
547350,162950,5
547550,156350,3
547650,166950,3
547650,162850,4
547650,155350,3
549950,159950,8
548650,155750,3
548650,150050,3
549350,161550,8
549350,148250,50
550150,147750,4
548750,148450,56
549350,157950,3
548850,154350,3
549450,157950,3
548050,165950,5
548850,155050,9
549450,147350,4
549550,148050,10
549550,148150,3
548050,159950,3
548050,157750,6
548050,161550,3
548950,162250,3
549550,150150,3
549650,157450,3
548150,153050,3
548150,149250,4
548950,163350,5
550150,171950,5
550150,168150,3
549050,148450,5
549650,157950,3
550350,148650,3
548350,159750,3
549150,163650,6
548450,155850,3
549150,161650,16
546550,163550,3
546650,167550,8
546950,151150,3
547150,163250,3
547250,148650,3
547250,158050,9
542150,151250,6
542450,151550,17
542450,153150,11
542850,150850,3
542250,161250,41
542350,153250,3
542650,152250,18
542950,151150,4
543350,151350,5
543450,166550,4
543450,151450,9
545750,149050,3
543550,155150,4
545150,149950,6
545150,149850,21
545150,170050,3
545850,171150,3
543650,151750,8
544450,149050,3
545150,153250,3
546150,158550,3
546150,168850,16
545250,154650,4
546350,168850,3
546350,171350,5
543750,154050,3
544550,151250,3
545950,166450,3
543850,155650,7
543850,150650,3
543850,155350,3
543950,149550,17
543950,163750,3
545450,148850,15
546450,152650,4
546450,152350,6
544050,164150,3
544050,167950,9
544050,171150,8
544750,156150,4
544750,150050,3
545550,160150,3
546050,150750,4
546050,171150,6
544850,171850,3
544850,168050,3
544950,170350,13
544950,149650,6
544950,149850,5
545650,148750,23
545650,149650,3
545650,166350,7
545650,154450,5
546350,158850,12
545050,148750,4
545650,150950,3
545050,150150,7
546050,160350,3
542050,161850,7
542450,151050,9
542150,161550,3
553850,165050,42
553850,166250,3
553950,171050,3
554750,150750,10
554750,148050,7
554750,151450,25
554250,148450,5
554550,152250,3
554050,159850,3
554050,156650,3
554350,148450,6
554350,146850,17
554350,158750,4
554350,157950,3
554650,148450,4
554650,165850,3
554850,150050,3
554350,165950,3
554650,146350,71
554450,151450,7
554950,163350,12
554950,152650,3
554950,146150,17
554450,151550,21
550850,168750,67
551250,168950,66
551350,158050,5
552250,147650,3
553050,161550,7
553050,147450,30
553350,152950,8
552750,161550,6
553050,152750,7
553050,167850,3
553050,153050,3
553450,147650,8
553450,165650,9
552350,163150,3
553150,147450,29
553150,166150,8
552850,161150,4
553150,152150,3
552950,147250,7
552950,157850,12
553250,147950,3
553350,166250,4
552550,157350,3
553250,166850,3
553250,164050,5
553250,160050,3
551050,156550,3
551150,148450,3
551350,157050,3
550750,163650,5
551150,168550,3
551850,171250,3
555050,165350,3
555050,158050,3
554950,162050,3
539350,160250,3
548750,163950,3
519750,155850,3
522050,160350,3
520850,165750,3
521150,147750,3
519650,150350,3
522850,156950,3
524950,152250,3
543850,166950,3
552150,155650,3
544050,168250,3
544250,149250,3
549350,154250,3
553950,152350,3
549650,150450,3
554650,150150,3
554650,151450,3
554950,159650,3
542350,164550,3
555050,146550,3
541950,154750,3
518850,147050,3
545450,155250,3
525150,153650,3
554050,154950,3
539050,161150,6
537550,156050,3
548750,164050,3
553550,153750,3
532150,154850,3
549150,158550,3
549250,157950,3
515650,157050,3
516350,153850,3
516350,146550,41
516650,158350,3
517350,148450,3
517350,147050,35
517550,148550,5
517550,148950,3
515750,146650,7
515750,147150,3
516750,149150,6
517650,147050,17
517750,146450,3
518050,156350,3
518350,156550,23
518350,155950,3
518350,161250,16
518550,156450,12
523150,153950,3
518750,149350,3
518750,162150,3
520050,154050,3
521850,152350,6
521850,147150,6
523750,148950,3
523750,158450,3
523850,150450,4
520250,156950,3
520350,147850,5
524150,149050,9
524250,148650,55
519050,149650,8
519050,149150,3
520450,149750,3
520750,150550,17
521950,147350,14
523450,148050,9
523450,147650,40
523450,155250,3
519150,150350,3
519250,171950,3
520850,149050,3
524050,148250,8
524050,155550,3
519250,146350,3
521050,162250,3
521150,166250,8
522250,155650,3
522350,161950,3
524350,162550,3
523550,148050,16
523550,147550,16
523550,164650,3
523650,150650,3
519450,170950,5
519550,149350,5
521350,148350,10
521350,156250,3
522550,151450,17
521550,163850,14
522650,159650,3
524450,149050,5
524450,153950,3
519650,149750,18
519650,147250,3
521550,152550,3
522950,155450,7
519750,147350,3
515050,146250,4
515150,147650,4
515150,152050,4
515950,153950,5
517150,146850,3
512950,144550,12
513050,150050,8
513850,149750,11
513850,149850,3
513850,168950,5
514750,147750,6
513250,151550,17
514350,167050,31
514350,146350,3
514850,146950,3
512150,145750,12
512250,152850,3
512250,142350,3
514450,146450,3
514650,145650,7
512450,145850,20
514950,145950,32
513750,146950,3
529850,153550,7
529950,153550,8
530050,153550,10
530250,162950,30
530250,152350,106
530250,169150,3
530350,152250,19
530350,165250,20
530450,162850,3
530350,152150,9
530450,165650,3
530450,162950,4
532550,153450,67
532650,155550,38
530750,167050,7
531050,161350,25
532050,155850,3
532850,153650,86
532850,153850,73
530750,170950,3
531150,152350,3
531250,154350,6
531250,152850,3
531250,154550,9
533050,151750,6
530850,158850,7
530850,153750,10
530850,154250,43
531350,153950,11
532350,155850,14
532950,157850,3
532350,167250,3
533050,164350,3
532450,152250,4
532750,153450,59
531850,151650,6
531950,151950,3
531950,163950,5
532050,152950,9
532050,160750,3
532050,163850,3
532050,151750,9
529750,162250,24
530050,161450,3
525250,150450,10
525950,153250,6
525950,149950,10
526250,150850,18
526250,153150,13
526250,150750,4
526350,151350,10
526650,151450,32
526650,168050,3
526750,155450,16
528950,155850,3
527950,153250,12
528550,152450,165
528550,162150,25
529050,168950,18
527250,152050,9
528050,153450,23
528650,162450,3
529550,153050,7
529550,171750,7
527250,155650,4
527350,153350,3
529350,169150,3
528250,163150,22
528250,162450,3
528750,162650,3
528350,151950,3
528850,157550,3
527650,167650,6
528850,157650,4
528850,159050,3
528450,152850,8
528850,152650,8
528450,162650,3
525050,171950,3
525050,154450,8
526150,150750,7
524650,158550,21
524650,167150,3
525650,149450,3
536250,153850,23
536350,159950,37
536550,153950,109
536650,153750,101
536450,155250,9
536850,152150,48
536850,155350,3
537950,151950,150
537950,165250,9
537750,154350,13
537950,153650,169
538050,155950,22
538050,156650,11
538050,153850,85
536950,153150,102
538050,151550,40
538050,151750,37
537450,165750,3
537450,152950,143
538150,165550,10
537050,153350,140
537850,153550,76
537850,151950,106
538050,157250,6
538150,153850,46
537550,153550,51
537150,153550,33
537650,151050,126
538150,165950,15
536550,159950,6
533750,156250,23
533950,156150,24
533650,156950,22
533650,151850,7
533950,165850,3
534050,156150,48
534050,164050,3
535750,159550,44
535750,157250,9
534250,156450,10
534750,153650,17
534850,165050,3
535350,154650,4
535350,155550,9
535350,159350,35
535350,155350,6
535350,155050,6
535950,154350,22
536150,154350,72
534350,162050,3
534950,161350,3
534450,161550,15
535450,157050,3
535450,163450,4
536050,156950,3
535550,154750,7
535550,154250,15
535150,155450,4
535150,157150,3
535950,165550,8
534650,161150,3
536150,154150,28
536150,170650,3
533250,153150,27
533250,153450,156
533650,153650,3
533350,159950,3
533350,154350,12
539850,170950,10
539950,153050,15
540150,163250,14
540250,152750,12
540250,155050,68
541550,154350,3
541550,163250,3
540750,155050,25
540750,152250,17
540750,165450,20
541150,161650,8
541650,151250,6
540750,152850,6
541750,155950,11
541850,152550,8
540450,156150,7
541950,150850,12
540850,150750,14
540850,151550,3
541350,171950,3
541350,151750,13
541350,168950,3
541950,152950,3
541450,156450,8
541450,167450,8
541750,170050,3
541450,154950,3
540650,165550,11
541750,154850,3
539750,153750,13
538250,160250,6
538350,158750,3
538350,157550,4
538450,151950,59
538450,151650,84
538550,151050,3
538550,153950,21
538650,166150,58
538650,155350,4
539450,166050,8
539450,171650,11
539450,151050,16
538850,166450,28
539150,165950,10
539150,167850,5
538750,160850,14
539550,152350,7
538750,154850,35
539250,153450,68
539250,151150,23
539550,152250,39
539250,152250,6
539250,167850,3
538750,156950,3
539050,160650,3
539050,162350,3
539350,152250,7
539350,151850,75
538850,157250,3
539050,159250,3
539350,151950,52
539350,165750,9
539350,170850,6
538250,165550,35
538350,157750,3
538450,159650,3
547350,158050,6
547450,163050,5
547550,156050,4
547450,161650,3
547550,158850,3
547750,158350,8
549950,147950,3
548650,160650,13
549350,164350,8
549350,154950,3
550050,166650,3
550050,153250,3
549450,150050,4
550450,163250,5
550450,151850,3
547950,157350,3
550650,168650,26
548050,165850,10
548050,162650,3
548050,153150,3
548850,161950,3
550550,163850,3
550150,160950,3
548250,148850,3
548350,149550,3
549150,148850,3
549750,158450,10
549250,158150,6
550350,148250,3
550350,166650,3
546550,159150,13
546650,150550,3
546850,153750,3
546650,150250,3
547250,164150,3
542150,152550,9
542150,169650,9
542150,151050,4
542250,150550,17
542350,156250,4
542550,153550,3
542550,151950,4
542550,150250,4
542850,160950,4
542250,161150,8
542650,150150,4
543250,156850,41
543250,156950,12
543250,152050,3
543350,151450,5
543350,166050,3
543450,151250,3
543450,151550,3
545750,155650,3
545850,151850,3
544350,165950,3
545150,154050,7
543650,164150,20
545150,151250,3
546150,150950,3
543750,152150,3
543750,150050,3
543750,166950,5
545350,148950,8
545950,171250,5
543850,151250,11
543850,164050,4
544650,168450,4
544650,149450,17
543950,164350,7
544650,171950,3
545450,165050,3
545550,154250,20
546450,161950,4
544050,168350,8
544050,164350,3
544750,149750,6
545950,160250,3
546050,156450,5
544850,150050,3
545650,164850,25
546250,156850,3
546350,171550,5
545650,149350,3
546550,167450,5
542050,153150,9
542450,151150,8
542650,155950,3
542050,163950,3
542150,161450,32
553650,169650,6
553850,153950,3
554050,153950,3
554250,158650,5
554550,151450,4
554550,147050,5
554550,161050,3
554550,147850,7
554750,151650,3
554850,151650,19
554850,163650,35
554850,153550,4
554050,171350,3
554850,146150,15
554350,145750,74
554750,169950,3
554050,167050,3
554150,164650,9
554350,152450,3
554550,159050,3
554650,151350,55
554650,149950,5
554450,148150,3
554850,171450,3
554450,152250,3
554650,165050,3
553550,148050,7
551650,169350,6
551250,147150,3
551350,168950,38
551850,155950,3
552050,161650,3
552150,146950,8
552150,157450,8
552250,157550,4
553050,161450,11
552350,147650,3
552350,163650,3
553050,166150,3
552850,146650,17
553450,158050,3
552850,148650,3
552950,167850,3
552550,157150,3
552950,161150,3
552650,147450,3
550650,159050,3
550650,163350,3
550750,162850,3
551050,169450,3
551050,154450,3
551150,159550,4
550850,147650,3
554950,165850,3
555050,153150,12
540250,155650,3
540350,160350,3
537650,154750,24
547750,149750,3
541750,156550,3
529150,168550,3
525750,156650,4
536350,161450,3
534650,154950,3
533650,154250,3
537750,154550,14
537850,162950,3
533850,154550,3
528650,166750,3
552350,165850,3
550750,162650,3
521250,166450,3
528550,154650,3
517750,151650,3
531350,161250,3
517250,157350,3
548650,151450,3
546050,151450,3
542650,150850,3
549450,163850,3
542750,154450,3
548350,149450,6
553650,147450,4
545250,152150,3
528050,152250,32
517250,150350,3
516150,147950,3
554050,165750,3
513850,151450,3
513250,150550,3
537950,158250,3
548850,161150,3
550350,158850,3
553150,153050,3
551350,157350,3
515250,168650,6
515250,147750,4
515250,146050,11
515550,147650,4
516350,146450,61
516650,149450,3
515350,154050,3
515750,146250,74
515750,146850,3
515750,157050,3
515850,146850,3
518050,150950,3
518150,156250,3
518350,146650,3
518450,146750,3
522950,158850,7
523050,147350,3
518550,161150,3
518650,156450,3
521750,147150,3
521750,147050,10
523250,158750,3
518750,161450,7
520150,168950,3
521750,153150,3
521850,149150,11
523850,148750,3
523950,149050,3
520450,149850,3
521850,163950,3
524250,150650,16
520550,149850,3
520550,150750,3
520950,166550,9
520950,166250,3
520950,147950,3
519350,149750,3
521050,150550,4
522250,159550,14
522350,155750,3
524350,171450,12
521250,152850,3
523550,153650,11
523550,164050,3
521350,163750,8
521350,146650,3
522550,151550,41
522550,153650,3
521550,163550,5
521550,148550,33
524350,151950,3
521650,148850,27
522750,159050,3
523650,153150,3
519750,150050,3
521650,163750,9
515150,154750,20
515450,156950,5
517150,147250,14
517250,148250,3
517250,153950,4
515550,146550,3
515950,147350,4
516150,148150,3
516250,148050,3
512950,151450,3
513050,151550,51
513050,145550,3
513950,149550,8
514750,145250,15
514850,169150,11
513150,144350,8
514050,146150,5
514250,168850,10
514850,156850,3
514950,146950,9
514950,168450,3
512050,152550,3
512050,142850,3
513550,151250,3
513550,146950,3
512250,145950,8
514450,149750,3
514450,168750,3
512450,145750,24
513650,151250,3
513650,149450,3
529950,152350,26
529950,153150,6
530150,162050,19
530150,162750,29
530250,153550,5
530350,167350,12
530450,165250,3
530450,153350,3
530150,153250,4
530650,158750,7
530650,151450,7
530650,153850,3
532650,155850,13
532650,156150,45
530750,151950,40
531050,160950,13
531150,161250,17
531150,154550,11
532050,156150,25
532150,156650,3
532650,152950,6
532650,153350,18
530750,166450,3
532150,169550,3
532250,152650,6
531350,153450,3
531350,152150,3
532950,158650,5
533150,170450,6
530950,161550,9
530950,161450,14
531650,155850,57
532450,155850,32
532750,151950,25
532450,152550,4
532950,154050,5
531950,168550,3
531950,151450,3
532450,156150,32
531050,161450,18
532750,163450,3
529850,171850,5
524850,151050,3
525350,153450,7
525350,153050,3
526250,151050,5
526250,153550,8
526250,163050,5
526250,158250,3
526050,163150,14
526350,163150,3
526350,155750,3
526550,152050,3
526550,150250,6
526650,171950,3
526850,151350,32
526850,151150,28
526950,151650,3
528950,160750,3
527150,151750,28
528050,155150,3
529250,153150,6
527250,152450,6
529550,171950,9
529550,155250,14
527350,161450,3
527350,152650,3
527350,153150,4
528150,152350,114
528650,167150,3
529050,157450,6
527450,160950,3
527450,152150,8
528750,152150,3
529350,153250,29
529650,171650,8
527550,151350,117
527550,155750,3
527650,154150,3
528350,167950,5
528950,162150,4
524550,152350,17
526150,171850,5
524650,152250,6
524650,166850,11
525150,154150,3
525650,152950,3
524750,157950,3
536350,156850,3
536350,154750,26
536450,159850,10
536450,156850,6
536550,154850,56
536550,157350,3
536550,159850,6
536350,170250,3
536850,154250,143
536850,152350,9
536850,151650,7
536850,161450,20
537950,152850,173
537750,152650,69
538050,165250,11
536950,152950,84
537450,154550,53
537850,153050,120
537450,171750,3
537850,152150,38
537850,156150,10
538150,165250,3
538150,166150,3
537150,153950,24
537150,161350,3
537150,153450,39
537550,166350,3
537650,157250,3
537250,153350,95
537650,151350,136
537650,165950,3
537950,154650,28
537750,165150,3
537750,154950,3
536250,153450,107
536250,152750,20
533750,154150,109
533750,156850,10
533950,154650,137
533450,151950,11
533650,152050,9
533950,155750,3
534050,156750,11
534150,154050,47
535750,153950,23
535850,152750,80
534250,153250,3
534250,156750,4
535850,154550,20
535850,157750,30
534850,155850,4
535350,159450,6
536050,159850,33
536050,159950,33
534350,155950,18
534350,156250,5
534850,153450,10
535350,165150,10
536150,154850,6
536150,159650,30
535450,155050,4
535450,152450,15
535850,159350,3
535950,152550,9
534450,166350,4
535050,155350,9
535450,159250,3
535550,154950,18
535150,154950,15
535950,165650,3
535650,152250,126
535650,159550,6
535950,159350,3
533250,159950,3
533850,155450,39
533250,152150,3
533550,156050,3
539850,152350,13
539950,150850,22
540050,151350,13
540150,161150,3
540150,152750,8
